parcelid xcoord_p ycoord_p sqft_p taz_p lutype_p hh_p stugrd_p stuhgh_p stuuni_p empedu_p empfoo_p empgov_p empind_p empmed_p empofc_p empret_p empsvc_p empoth_p emptot_p parkdy_p parkhr_p ppricdyp pprichrp hh_1 stugrd_1 stuhgh_1 stuuni_1 empedu_1 empfoo_1 empgov_1 empind_1 empmed_1 empofc_1 empret_1 empsvc_1 empoth_1 emptot_1 parkdy_1 parkhr_1 ppricdy1 pprichr1 nodes1_1 nodes3_1 nodes4_1 tstops_1 nparks_1 aparks_1 hh_2 stugrd_2 stuhgh_2 stuuni_2 empedu_2 empfoo_2 empgov_2 empind_2 empmed_2 empofc_2 empret_2 empsvc_2 empoth_2 emptot_2 parkdy_2 parkhr_2 ppricdy2 pprichr2 nodes1_2 nodes3_2 nodes4_2 tstops_2 nparks_2 aparks_2 dist_lbus dist_ebus dist_crt dist_fry dist_lrt dist_park
5524 2267255 250101 680060 608 3 8.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 31.77 0.00 0.00 0.00 0.00 0.00 0.00 0.46 0.00 0.00 0.00 0.14 0.00 0.61 0.00 0.00 0.00 0.00 0.32 2.22 1.00 0.00 143.99 62181 97.62 0.03 0.01 0.00 0.01 0.00 0.38 1.07 0.03 0.28 0.00 1.67 0.43 3.86 0.00 0.00 0.00 0.00 2.11 6.79 1.21 0.00 569.68 61776 12.15 999.00 999.00 999.00 999.00 0.00
5525 2206796 275702 1148293 447 6 34.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 123.72 0.37 0.00 0.00 0.19 20.97 0.05 13.60 3.27 59.03 9.50 8.41 3.15 118.17 0.00 0.00 0.00 0.00 0.93 14.26 1.93 0.90 68.98 41427 566.31 27.82 0.93 0.00 5.21 123.05 3.53 89.36 55.66 236.43 83.88 51.08 21.97 670.17 0.00 0.00 0.00 0.00 8.97 52.82 7.22 4.82 286.10 41695 0.36 999.00 999.00 999.00 999.00 0.00
5526 2209313 275157 896951 443 7 30.00 0.00 0.00 0.00 0.00 45.00 0.00 0.00 7.00 8.00 3.00 5.00 0.00 68.00 0.00 0.00 0.00 0.00 193.88 0.52 0.36 0.00 0.69 137.54 0.21 5.63 35.85 59.91 53.56 31.72 3.72 328.83 0.00 0.00 0.00 0.00 2.60 15.85 2.18 4.65 62.30 28493 952.11 37.17 7.55 0.00 12.32 292.37 11.07 85.51 144.08 253.93 187.12 90.02 33.21 1109.62 0.00 0.00 0.00 0.00 14.67 67.73 9.42 8.24 330.08 35087 0.15 999.00 999.00 999.00 999.00 0.01
5527 2208262 277020 657171 443 2 28.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 107.51 0.09 0.02 0.00 0.06 13.34 0.70 1.51 2.99 11.04 5.03 4.07 0.93 39.66 0.00 0.00 0.00 0.00 2.45 12.74 2.22 0.54 88.35 45811 584.94 17.42 2.01 0.00 4.41 125.13 7.57 44.73 55.52 142.48 75.95 46.50 15.28 517.57 0.00 0.00 0.00 0.00 11.67 53.48 6.59 4.11 324.76 43041 0.61 999.00 999.00 999.00 999.00 0.02
5528 2174940 256424 108461 268 8 11.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 460.22 279.77 40.31 76.37 69.65 595.18 159.34 1959.68 162.78 626.95 204.54 204.39 74.38 4056.89 681.76 625.08 718.31 233.65 1.73 28.96 29.16 39.60 1.81 20912 1517.65 586.36 451.68 1863.50 428.07 1538.69 783.01 4070.20 645.30 3130.63 642.61 705.58 269.76 12213.86 2918.37 2715.62 752.53 239.48 12.72 115.00 82.26 103.20 48.15 25374 0.06 999.00 999.00 999.00 999.00 0.67
5529 2173074 253046 238272 271 4 1.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 21.00 13.00 7.00 0.00 41.00 0.00 0.00 0.00 0.00 159.58 73.39 348.81 0.59 56.56 69.32 1.81 140.43 10.01 278.69 113.31 50.64 40.49 761.26 10.11 9.16 717.63 237.36 2.88 19.75 15.26 12.53 21.05 19160 586.10 354.84 1054.40 175.88 216.89 409.09 108.59 1196.11 136.41 878.91 398.27 246.06 138.03 3728.36 449.19 417.34 748.89 239.74 11.24 73.89 39.55 42.95 99.85 26742 0.06 999.00 999.00 999.00 999.00 0.08
5530 2175134 259152 134933 262 3 0.00 0.00 0.00 0.00 0.00 7.00 10.00 0.00 0.00 2.00 2.00 0.00 0.00 21.00 0.00 0.00 0.00 0.00 508.69 85.78 4.07 344.98 109.33 1141.83 672.99 2907.41 454.68 2804.47 290.47 344.47 84.99 8810.62 3229.17 3074.64 762.78 240.69 0.92 32.32 33.18 54.60 3.12 21814 1958.65 373.93 217.53 3668.77 632.52 2592.37 1554.43 4738.33 1330.44 7244.68 744.89 1123.63 296.33 20257.63 5661.98 5325.12 747.06 245.93 11.72 116.46 104.94 127.15 57.18 25652 0.01 999.00 999.00 999.00 999.00 0.41
5531 2175185 258805 93179 262 8 0.00 0.00 0.00 0.00 0.00 0.00 0.00 2447.00 0.00 0.00 0.00 0.00 0.00 2447.00 0.00 0.00 0.00 0.00 536.87 112.81 6.59 577.02 150.94 1119.75 864.51 3342.06 454.04 2914.71 332.06 360.62 83.19 9621.87 3224.42 3090.27 783.25 236.67 1.11 38.08 35.19 59.15 2.95 21317 1989.96 443.89 271.37 4565.16 764.18 2553.02 1636.91 4734.15 1421.47 7256.56 755.47 1105.32 309.49 20536.56 5687.64 5328.00 748.80 243.41 12.88 123.57 109.50 133.30 59.92 25633 0.02 999.00 999.00 999.00 999.00 0.44
5532 2174200 253136 120003 271 8 5.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 191.63 183.14 856.45 1.34 136.22 52.89 2.98 117.62 14.29 184.65 95.02 51.04 35.96 690.65 16.53 13.87 616.72 217.80 2.51 25.08 15.70 12.26 25.81 21858 636.53 460.40 1287.20 263.46 274.90 404.35 125.40 1224.29 147.69 844.13 382.89 258.58 154.69 3816.92 488.85 445.56 729.52 231.95 11.82 83.10 44.43 44.93 104.13 26720 0.14 999.00 999.00 999.00 999.00 0.04
5533 2174782 249857 597844 409 7 0.00 0.00 0.00 0.00 0.00 0.00 0.00 29.00 0.00 0.00 0.00 0.00 25.00 54.00 0.00 0.00 0.00 0.00 16.10 15.94 57.56 0.04 9.56 1.76 0.16 197.82 0.69 32.30 13.67 9.17 44.23 309.37 0.39 0.31 601.33 214.28 5.06 9.51 2.05 4.00 72.78 33286 254.98 254.65 588.25 43.05 120.21 81.42 23.15 506.43 28.68 222.05 163.75 90.72 86.42 1322.82 78.17 70.31 713.17 229.11 11.87 42.26 16.93 19.63 166.28 31724 0.13 999.00 999.00 999.00 999.00 0.10
5534 2176251 259114 77414 265 4 0.00 0.00 0.00 0.00 0.00 0.00 18.00 3.00 0.00 0.00 0.00 0.00 0.00 21.00 0.00 0.00 0.00 0.00 460.09 75.22 9.77 2463.67 370.22 775.04 794.88 2407.68 451.01 2617.33 257.00 339.32 77.22 8089.69 2150.45 2027.54 780.93 228.69 1.59 38.18 35.34 53.45 4.08 20669 1789.91 431.54 319.46 8104.33 1203.24 2255.86 1657.53 4304.72 1679.11 6983.96 668.99 1057.76 315.71 20126.90 5205.86 4850.85 762.46 240.99 14.00 120.30 109.86 129.10 65.19 25329 0.01 999.00 999.00 999.00 999.00 0.46
5535 2176634 259352 111846 225 9 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1.00 0.00 6.00 0.00 7.00 0.00 0.00 0.00 0.00 358.26 77.55 16.26 4989.02 661.14 531.55 544.33 1362.08 360.48 1817.11 158.47 261.30 71.78 5768.24 1280.22 1187.29 761.10 226.60 2.17 33.05 30.03 41.62 5.98 19190 1617.77 450.01 367.83 10492.89 1500.01 1927.04 1511.05 3707.85 1781.04 6082.22 589.49 933.75 299.92 18332.36 4442.54 4123.85 781.56 237.74 14.65 114.56 103.93 117.75 65.79 25005 0.08 999.00 999.00 999.00 999.00 0.32
5536 2175378 256599 112177 268 8 1.00 0.00 0.00 0.00 0.00 9.00 0.00 0.00 0.00 0.00 40.00 0.00 0.00 49.00 40.00 40.00 600.00 200.00 522.47 469.35 49.30 107.62 108.11 632.69 188.73 1760.06 175.87 644.73 218.05 212.81 71.96 4013.01 831.24 732.40 680.98 224.62 2.16 35.50 27.76 43.47 2.68 22114 1585.40 598.96 489.57 2182.74 475.10 1528.40 827.10 4250.29 700.54 3139.06 644.03 721.41 289.52 12575.45 2991.89 2781.87 757.15 236.26 13.72 123.74 84.19 107.26 52.94 25962 0.02 999.00 999.00 999.00 999.00 0.51
5537 2175375 255653 282763 268 7 5.00 0.00 0.00 0.00 0.00 0.00 0.00 3.00 0.00 0.00 9.00 3.00 0.00 15.00 0.00 0.00 0.00 0.00 381.63 476.21 255.34 41.16 121.96 252.59 83.01 1000.80 88.54 289.70 210.51 151.12 67.94 2266.16 369.67 308.57 638.28 216.48 1.95 40.78 27.26 30.29 5.25 23845 1280.32 661.99 884.17 1395.05 422.45 1071.69 555.20 3458.89 498.63 2124.27 594.16 585.92 260.09 9571.31 2054.35 1888.86 746.31 231.59 13.63 122.51 73.65 89.19 67.51 26432 0.06 999.00 999.00 999.00 999.00 0.43
5538 2176024 256317 149997 267 6 0.00 0.00 0.00 0.00 2.00 16.00 0.00 0.00 0.00 22.00 8.00 14.00 0.00 62.00 0.00 0.00 0.00 0.00 489.34 477.79 98.92 78.68 110.22 407.69 151.26 1188.35 128.60 439.26 208.40 188.49 71.77 2894.04 673.51 573.63 658.55 216.67 2.50 39.19 25.29 37.41 3.81 23147 1454.96 622.07 630.82 1889.46 454.35 1306.10 716.40 3877.40 639.20 2671.64 610.96 668.41 285.17 11229.62 2637.13 2446.02 756.82 232.07 13.74 124.99 78.49 100.13 58.57 26557 0.03 999.00 999.00 999.00 999.00 0.45
5539 2176212 256599 211114 266 7 6.00 0.00 0.00 0.00 0.00 69.00 0.00 5.00 24.00 44.00 4.00 1.00 3.00 150.00 78.00 0.00 0.00 0.00 576.03 471.00 60.96 92.50 107.06 471.34 178.15 1345.31 145.25 492.41 220.11 220.55 76.58 3256.76 850.78 745.69 682.14 215.00 3.53 42.99 23.57 39.65 4.76 23174 1493.07 608.40 527.74 2036.12 460.03 1368.91 762.38 4097.02 710.45 2836.87 622.56 695.84 309.77 11863.83 2855.35 2657.04 763.15 231.36 14.41 129.10 79.77 103.94 59.51 26919 0.06 999.00 999.00 999.00 999.00 0.36
5540 2176650 256320 61243 266 8 19.00 0.00 0.00 0.00 0.00 0.00 0.00 20.00 4.00 0.00 4.00 0.00 0.00 28.00 0.00 0.00 0.00 0.00 526.26 314.67 31.54 38.28 66.29 322.85 100.25 818.55 110.69 283.50 158.54 190.16 71.47 2122.31 840.71 741.70 693.78 206.37 4.59 37.83 15.78 27.21 5.78 23405 1264.60 576.83 397.04 1348.05 342.48 1040.59 556.39 3231.73 607.05 2044.29 522.18 568.22 289.35 9202.28 2223.29 2057.42 767.54 226.91 13.43 115.31 65.63 87.24 54.85 27588 0.07 999.00 999.00 999.00 999.00 0.28
5541 2177954 259451 120613 275 4 16.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 312.00 178.57 63.79 11651.00 1477.26 219.58 227.14 251.47 323.37 680.81 55.84 154.96 50.20 3440.64 285.06 258.16 800.85 234.62 4.65 22.95 23.46 20.19 10.61 17992 1258.18 450.31 520.09 11651.00 1645.23 1119.73 1112.32 1859.47 2708.03 4117.57 369.85 661.98 251.76 13845.94 2684.02 2486.85 937.63 229.20 16.37 95.92 87.99 85.41 70.34 24507 0.07 999.00 999.00 999.00 999.00 0.12
5542 2183121 290466 260601 390 0 16.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 4.00 0.00 0.00 4.00 0.00 0.00 0.00 0.00 413.87 1.21 0.14 0.00 0.98 4.72 1.15 5.17 8.79 42.08 14.37 19.13 15.02 111.41 0.00 0.00 0.00 0.00 6.18 22.51 4.33 0.00 115.84 37197 1105.60 43.62 26.01 0.00 14.65 23.23 12.22 17.98 34.76 125.13 73.99 91.58 50.41 443.95 0.00 0.00 0.00 0.00 21.39 62.33 13.66 0.14 386.99 43524 2.00 999.00 999.00 999.00 999.00 0.01
5543 2185644 295142 1658801 506 0 79.00 0.00 0.00 0.00 0.00 0.00 0.00 3.00 0.00 0.00 2.00 0.00 0.00 5.00 0.00 0.00 0.00 0.00 168.63 0.00 0.00 0.00 0.18 0.07 12.28 4.18 0.01 1.15 4.51 4.68 5.50 32.57 0.00 0.00 0.00 0.00 3.51 7.39 2.11 0.00 54.96 42721 471.70 2.33 1.04 0.00 1.61 5.01 27.76 11.48 1.92 19.03 14.67 27.54 12.88 121.89 0.00 0.00 0.00 0.00 11.54 35.16 6.57 0.01 259.03 46777 2.29 999.00 999.00 999.00 999.00 0.00
5544 2185937 297000 324957 525 2 9.00 0.00 0.00 0.00 0.00 0.00 0.00 7.00 0.00 2.00 0.00 1.00 0.00 10.00 0.00 0.00 0.00 0.00 158.86 0.00 0.00 0.00 0.64 0.04 5.29 10.87 0.01 19.55 4.14 12.66 7.66 60.86 0.00 0.00 0.00 0.00 1.83 20.96 2.39 0.00 112.86 46528 567.82 3.23 1.54 0.00 2.31 8.16 20.44 19.18 2.12 42.24 17.12 33.39 15.42 160.39 0.00 0.00 0.00 0.00 11.96 52.66 6.10 0.03 403.86 49789 2.02 999.00 999.00 999.00 999.00 0.03
5545 2186481 292929 223616 506 5 11.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 169.65 0.01 0.00 0.00 0.05 0.11 1.90 0.90 0.07 5.05 0.53 18.93 3.32 30.86 0.00 0.00 0.00 0.00 4.71 17.82 2.50 0.00 105.10 43133 583.73 6.10 2.23 0.00 1.89 10.76 13.63 6.42 6.03 23.72 16.18 46.14 15.49 140.26 0.00 0.00 0.00 0.00 23.07 53.27 8.70 0.15 377.78 45741 1.98 999.00 999.00 999.00 999.00 0.02
5546 2183414 291128 273676 390 6 32.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 355.11 0.62 0.07 0.00 0.52 3.54 1.98 3.05 6.66 25.09 10.39 12.98 11.04 75.26 0.00 0.00 0.00 0.00 6.34 20.98 5.78 0.00 113.28 35970 1004.77 31.69 18.67 0.00 10.85 19.73 14.97 15.35 27.30 102.77 59.18 77.80 41.66 369.61 0.00 0.00 0.00 0.00 20.82 59.31 13.50 0.10 384.20 43758 2.11 999.00 999.00 999.00 999.00 0.03
5547 2188101 301248 310047 525 9 14.00 0.00 0.00 0.00 0.00 0.00 0.00 6.00 0.00 0.00 0.00 1.00 0.00 7.00 0.00 0.00 0.00 0.00 292.57 0.00 0.00 0.00 0.00 0.00 0.06 9.31 0.00 7.49 1.72 6.21 3.17 27.95 0.00 0.00 0.00 0.00 3.09 12.58 0.15 0.00 140.62 55446 468.56 0.11 0.08 0.00 0.18 0.60 3.30 14.33 0.58 33.51 8.24 14.95 13.63 89.33 0.00 0.00 0.00 0.00 8.71 28.34 1.50 0.00 339.84 54358 2.91 999.00 999.00 999.00 999.00 0.00
5548 2191983 300834 1196438 503 4 59.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 162.19 2.92 0.58 0.00 0.54 23.30 3.07 1.88 10.89 20.06 31.57 8.88 0.09 100.28 0.00 0.00 0.00 0.00 2.35 9.41 1.56 0.00 75.14 40537 550.99 85.65 18.35 0.40 15.96 129.08 5.05 19.60 52.45 65.27 239.46 53.57 4.70 585.13 0.00 0.00 0.00 0.00 11.65 29.71 4.04 0.17 288.14 44674 1.45 999.00 999.00 999.00 999.00 0.00
5549 2192439 299374 260504 503 6 13.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 109.74 13.23 2.64 0.00 2.44 32.89 3.47 1.50 10.33 19.22 39.38 12.41 0.20 121.84 0.00 0.00 0.00 0.00 2.48 12.04 1.49 0.01 80.71 39395 489.66 170.98 37.51 0.86 31.83 206.66 5.86 22.39 54.75 69.52 306.78 79.84 7.48 785.11 0.00 0.00 0.00 0.00 14.55 36.99 4.54 0.37 320.44 43697 1.20 999.00 999.00 999.00 999.00 0.02
5550 2181112 257944 446213 295 2 1.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 232.58 95.83 18.59 436.69 73.88 23.14 64.90 51.82 594.52 240.60 37.31 54.02 106.59 1246.77 123.96 116.04 2134.71 116.10 5.15 19.71 17.72 11.90 14.55 22755 1019.63 430.51 367.17 4059.09 653.58 317.48 459.71 691.26 4664.54 1299.77 223.53 340.50 346.10 8996.46 1413.96 1338.24 1781.24 152.23 21.21 95.40 71.15 58.63 85.93 27083 0.12 999.00 999.00 999.00 999.00 0.27
5551 2179178 254029 463965 297 9 0.00 0.00 0.00 0.00 0.00 0.00 0.00 80.00 0.00 7.00 0.00 0.00 0.00 87.00 0.00 0.00 0.00 0.00 89.67 9.16 0.97 4.38 6.44 16.30 12.45 347.81 27.43 120.87 60.68 42.93 117.48 752.39 19.44 15.78 728.36 198.65 2.36 21.55 8.69 17.30 24.36 36157 734.66 244.67 116.42 472.92 123.42 248.53 189.58 1390.59 659.93 629.56 275.44 251.85 404.31 4173.21 527.61 476.39 1043.71 198.04 15.22 93.26 49.25 58.24 100.49 31655 0.09 999.00 999.00 999.00 999.00 0.12
5552 2183729 246805 1003966 416 0 19.00 0.00 0.00 0.00 0.00 0.00 0.00 73.00 0.00 10.00 0.00 0.00 70.00 153.00 0.00 0.00 0.00 0.00 373.48 48.23 56.27 0.00 16.87 7.64 6.41 233.91 8.81 26.69 29.32 30.40 192.77 552.81 0.00 0.00 581.10 200.00 3.11 27.02 16.78 16.02 28.09 28511 1535.47 526.67 351.22 0.00 137.92 82.05 26.03 706.43 76.67 119.59 180.46 154.31 531.24 2014.68 0.49 0.40 631.01 200.00 18.96 118.17 62.82 47.76 188.61 35662 0.12 999.00 999.00 999.00 999.00 0.20
5553 2182705 246087 159618 416 5 14.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 529.25 262.67 50.45 0.00 47.03 11.26 3.63 204.44 21.62 12.72 19.04 27.13 113.83 460.71 0.00 0.00 581.10 200.00 1.69 31.83 21.48 21.82 16.64 27288 1598.60 829.32 328.31 0.00 175.47 95.12 18.89 792.40 89.14 105.34 176.09 132.37 505.50 2090.31 0.53 0.43 631.01 200.00 14.11 114.97 73.46 54.60 152.15 34121 0.06 999.00 999.00 999.00 999.00 0.29
5554 2185694 250100 180484 321 2 20.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 3.00 0.00 0.00 0.00 3.00 0.00 0.00 0.00 0.00 274.71 109.79 41.46 0.00 22.87 54.24 8.93 104.83 70.80 32.32 55.06 63.44 26.82 439.31 0.00 0.00 607.41 200.00 5.32 31.94 14.84 13.13 39.64 25919 1234.69 587.43 380.90 0.00 167.82 163.87 73.94 446.41 367.00 143.67 191.34 199.27 167.08 1920.41 1.73 1.38 626.17 200.00 18.42 116.39 60.41 43.72 192.54 33381 0.10 999.00 999.00 999.00 999.00 0.14
5555 2185963 249988 107579 321 3 5.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 232.20 66.57 24.03 0.00 13.15 68.46 7.42 131.83 93.35 37.14 72.04 69.05 30.33 522.76 0.00 0.00 611.91 200.00 5.67 30.32 13.60 12.80 39.10 25605 1192.59 517.31 326.15 0.00 142.63 172.41 61.13 481.09 317.71 143.64 210.93 208.52 192.00 1930.08 1.18 0.99 641.28 200.00 18.87 115.97 56.10 43.36 197.15 33302 0.08 999.00 999.00 999.00 999.00 0.13
5556 2184727 246656 164940 416 8 0.00 0.00 0.00 0.00 0.00 0.00 0.00 21.00 0.00 0.00 6.00 0.00 19.00 46.00 0.00 0.00 0.00 0.00 352.15 27.77 67.60 0.00 15.99 10.95 9.77 232.95 8.85 39.10 54.38 67.96 163.59 603.53 0.00 0.00 579.24 199.99 4.06 30.05 17.44 15.53 51.41 29412 1515.28 428.57 385.96 0.00 133.46 91.58 31.10 685.92 97.24 135.69 204.55 193.23 485.45 2058.23 0.38 0.30 634.88 200.00 21.78 125.03 59.28 45.65 232.17 36732 0.01 999.00 999.00 999.00 999.00 0.05
5557 2186875 248583 909045 420 4 61.00 0.00 0.00 0.00 0.00 14.00 0.00 0.00 0.00 4.00 0.00 0.00 0.00 18.00 0.00 0.00 0.00 0.00 108.54 3.32 2.62 0.00 0.81 20.77 0.93 19.86 3.94 7.81 8.98 9.67 5.50 78.27 0.00 0.00 0.00 0.00 1.96 10.59 2.22 1.87 28.37 40240 664.59 171.76 126.23 0.00 49.06 81.50 16.52 230.01 83.52 63.61 100.20 96.76 103.42 824.59 0.01 0.00 0.00 0.00 12.21 68.08 24.97 18.23 164.97 38730 0.43 999.00 999.00 999.00 999.00 0.00
5558 2183130 244110 242243 417 4 0.00 0.00 0.00 0.00 0.00 0.00 0.00 11.00 0.00 0.00 0.00 0.00 0.00 11.00 0.00 0.00 0.00 0.00 488.76 108.73 275.23 0.00 65.00 10.56 14.97 138.70 7.29 18.52 46.60 22.92 107.51 432.07 0.00 0.00 0.00 0.00 1.31 27.61 26.67 17.72 21.46 29038 1473.97 615.49 554.72 0.00 192.05 74.74 20.18 690.46 51.84 130.94 210.16 114.89 371.44 1856.69 0.00 0.00 0.00 0.00 11.69 105.77 82.86 52.63 166.53 36325 0.21 999.00 999.00 999.00 999.00 0.06
5559 2183530 244035 325318 417 3 0.00 0.00 581.00 0.00 102.00 0.00 0.00 20.00 0.00 2.00 0.00 0.00 0.00 124.00 0.00 0.00 0.00 0.00 421.65 426.60 581.03 0.00 168.49 7.43 13.84 140.33 2.27 24.28 77.98 22.79 68.19 525.60 0.00 0.00 0.00 0.00 2.28 30.81 24.64 18.24 36.83 34101 1455.21 768.96 592.09 0.00 224.02 65.13 22.33 554.50 42.18 133.46 199.98 112.44 306.58 1660.61 0.00 0.00 0.00 0.00 12.59 109.53 78.35 48.68 196.07 38407 0.06 999.00 999.00 999.00 999.00 0.07
5560 2183970 244036 164513 418 2 4.00 0.00 0.00 0.00 0.00 0.00 0.00 14.00 0.00 4.00 0.00 0.00 0.00 18.00 0.00 0.00 0.00 0.00 448.83 354.25 581.05 0.00 157.15 6.58 15.28 155.00 2.38 21.87 78.65 22.81 67.55 527.26 0.00 0.00 0.00 0.00 2.09 31.43 24.80 18.60 36.74 33861 1484.17 794.32 593.83 0.00 227.79 64.68 22.94 561.97 44.02 129.75 198.89 117.10 313.43 1680.57 0.00 0.00 0.00 0.00 12.60 110.62 78.31 49.07 197.11 38162 0.04 999.00 999.00 999.00 999.00 0.12
5561 2184468 244444 149592 418 8 12.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 454.23 279.36 412.07 0.00 115.80 3.11 9.94 148.05 1.72 15.48 59.82 18.37 57.51 429.79 0.00 0.00 0.00 0.00 1.48 31.02 21.91 14.62 45.78 36611 1430.74 739.01 595.84 0.00 219.02 52.48 22.74 503.78 41.70 107.28 174.43 108.88 284.83 1515.14 0.00 0.00 0.00 0.00 12.59 106.34 69.78 42.57 206.23 38981 0.07 999.00 999.00 999.00 999.00 0.10
5562 2182907 243165 106819 417 0 12.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 431.46 178.85 296.41 0.00 79.95 16.53 6.76 100.26 6.23 35.10 53.49 31.59 124.40 454.32 0.00 0.00 0.00 0.00 3.45 29.56 28.76 18.79 30.93 31747 1381.96 613.67 563.97 0.00 196.33 80.63 16.81 691.26 45.80 160.23 230.74 108.90 326.95 1857.65 0.00 0.00 0.00 0.00 13.55 105.64 86.13 51.21 192.08 38091 0.10 999.00 999.00 999.00 999.00 0.08
5563 2184312 243002 201897 418 8 0.00 583.00 0.00 0.00 91.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 91.00 0.00 0.00 0.00 0.00 355.62 585.92 412.96 0.00 163.94 3.72 5.33 60.20 0.99 13.12 49.14 13.22 30.83 340.47 0.00 0.00 0.00 0.00 2.09 29.58 20.08 9.07 62.59 41651 1254.50 680.50 587.45 0.00 209.77 44.42 16.85 375.30 28.17 101.74 160.69 78.82 204.77 1220.52 0.00 0.00 0.00 0.00 11.55 95.58 65.62 35.40 213.67 41607 0.18 999.00 999.00 999.00 999.00 0.00
5564 2180258 254123 572942 297 2 0.00 0.00 0.00 0.00 0.00 9.00 0.00 0.00 0.00 18.00 0.00 3.00 34.00 64.00 0.00 0.00 0.00 0.00 104.42 9.08 1.78 1.80 2.72 16.06 9.84 272.32 34.37 161.19 26.72 26.42 176.84 726.49 7.81 6.33 729.88 198.47 2.31 19.81 9.29 14.05 28.92 35279 828.08 288.25 130.35 305.13 105.59 184.18 143.19 1135.92 511.63 558.38 205.89 205.98 380.97 3431.73 342.32 308.46 1040.70 197.76 13.05 92.55 58.43 53.08 109.08 32696 0.07 999.00 999.00 999.00 999.00 0.09
5565 2180009 255209 250764 299 7 2.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 127.64 13.47 1.91 8.41 5.96 22.45 21.60 401.21 39.94 150.56 44.95 41.74 162.40 890.83 26.67 21.66 765.51 196.08 3.01 26.73 10.91 19.10 28.18 36896 927.17 306.73 161.43 650.33 162.79 282.91 240.02 1458.99 893.01 750.24 278.75 279.54 424.64 4770.91 631.29 570.39 1093.16 194.55 16.40 104.70 62.38 62.88 110.61 32424 0.06 999.00 999.00 999.00 999.00 0.13
5566 2181380 254614 258877 299 3 10.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 179.69 15.84 5.00 1.58 3.65 14.07 12.03 296.90 46.00 168.85 29.75 25.13 154.48 750.86 5.05 4.10 763.05 196.11 2.56 24.82 16.11 14.27 40.14 37222 1053.67 367.28 181.93 285.97 121.24 173.39 145.62 1121.24 557.81 578.48 204.90 217.39 411.89 3531.95 285.16 256.73 1080.87 194.59 14.34 106.64 76.65 56.31 129.66 33210 0.06 999.00 999.00 999.00 999.00 0.08
